분류,상품명,설명,비율,제목
보장성보험 상해보험 상품,무배당 KB 다이렉트 건강맞춤보장보험(21.04),이 상품은 예금자보호법에 따라 예금보험공사가 1인당 ˚최고 5천만원˚ 한도로 보호합니다. (단，법인 계약 제외),null,예금자보호 / 1인당 / 최고 5천만원
보장성보험 상해보험 상품,무배당 KB 다이렉트 건강맞춤보장보험(21.04),이 상품은 만기시 환급금이 총 납입한 보혐료를 초과하지 않습니다.,null,보장성보험 / 상해，질병 등
보장성보험 상해보험 상품,무배당 KB 다이렉트 건강맞춤보장보험(21.04),이 상품은 청약을 한 날부터 30일 이내(보험증권을 받은 날부터 15일 이내)에 청약철회가 가능합니다.,null,청약철회 기간 / 청약후
보장성보험 상해보험 상품,무배당 KB 다이렉트 건강맞춤보장보험(21.04),보험업계 평균가격대비 이 상품의 보험가격 수준(대표계약 기준)을 비교하는 지수로 100% 초과이면 업계 평균보다 가격수준이 높고，100% 미만이면 업계 평균보다 가격수준이 낮습니다.,87.8,보험가격지수 / 남성 기준
보장성보험 상해보험 상품,무배당 KB 다이렉트 건강맞춤보장보험(21.04),이 상품은 보험회사의 자산운용이익률，시장금리 등에 따라 보험료적립금 적용이율이 변동됩니다.,null,금리연동형 / 적용금리 변동
보장성보험 상해보험 상품,무배당 KB 다이렉트 건강맞춤보장보험(21.04),이 상품은 회사의 자산운용 이익률 및 시중금리 등이 하락하더라도 회사에서 지급을 보증한 최저이율을 보증합니다.,null,최저이율보장 / 기간별 상이
보장성보험 상해보험 상품,무배당 KB 다이렉트 건강맞춤보장보험(21.04),이 상품은 위험률 변경 등에 따라 갱신시 보험료가 변동될 수 있습니다.,null,보험료갱신형 / 보험료 변동가능
보장성보험 상해보험 상품,(무) 현대해상다이렉트H주택화재상해보험(Hi2109)  - 스탠다드플랜,이 상품은 예금자보호법에 따라 예금보험공사가 1인당 ˚최고 5천만원˚ 한도로 보호합니다. (단，법인 계약 제외),null,예금자보호 / 1인당 / 최고 5천만원
보장성보험 상해보험 상품,(무) 현대해상다이렉트H주택화재상해보험(Hi2109)  - 스탠다드플랜,이 상품은 만기시 환급금이 총 납입한 보혐료를 초과하지 않습니다.,null,보장성보험 / 상해，질병 등
보장성보험 상해보험 상품,(무) 현대해상다이렉트H주택화재상해보험(Hi2109)  - 스탠다드플랜,이 상품은 청약을 한 날부터 30일 이내(보험증권을 받은 날부터 15일 이내)에 청약철회가 가능합니다.,null,청약철회 기간 / 청약후
보장성보험 상해보험 상품,(무) 현대해상다이렉트H주택화재상해보험(Hi2109)  - 스탠다드플랜,보험업계 평균가격대비 이 상품의 보험가격 수준(대표계약 기준)을 비교하는 지수로 100% 초과이면 업계 평균보다 가격수준이 높고，100% 미만이면 업계 평균보다 가격수준이 낮습니다.,86.3,보험가격지수 / 남성 기준
보장성보험 상해보험 상품,(무) 현대해상다이렉트H주택화재상해보험(Hi2109)  - 스탠다드플랜,이 상품은 보험회사의 자산운용이익률，시장금리 등에 따라 보험료적립금 적용이율이 변동됩니다.,null,금리연동형 / 적용금리 변동
보장성보험 상해보험 상품,(무) 현대해상다이렉트H주택화재상해보험(Hi2109)  - 스탠다드플랜,이 상품은 회사의 자산운용 이익률 및 시중금리 등이 하락하더라도 회사에서 지급을 보증한 최저이율을 보증합니다.,null,최저이율보장 / 기간별 상이
보장성보험 상해보험 상품,신한스포츠앤레저보장보험(무배당),이 상품은 예금자보호법에 따라 예금보험공사가 1인당 ˚최고 5천만원˚ 한도로 보호합니다. (단，법인 계약 제외),null,예금자보호 / 1인당 / 최고 5천만원
보장성보험 상해보험 상품,신한스포츠앤레저보장보험(무배당),이 상품은 만기시 환급금이 총 납입한 보혐료를 초과하지 않습니다.,null,보장성보험 / 상해，질병 등
